Geneid	Length
ENSMUSG000000480787	21021
ENSMUSG00000108528	641
ENSMUSG00000076143	109
ENSMUSG00000099030	99
ENSMUSG00000085751	1452
ENSMUSG00000082780	472
ENSMUSG00000123737	503
ENSMUSG00000085792	440
ENSMUSG00000053049	1935
ENSMUSG00000108635	1082
ENSMUSG00002076783	93
ENSMUSG00000085560	7188
ENSMUSG00000087980	109
ENSMUSG000000189953	6967
ENSMUSG00000123576	1124
ENSMUSG00000004508	6168
ENSMUSG00000125080	421
ENSMUSG000000357136	5288
ENSMUSG00000044952	2966
ENSMUSG000000357048	2784
ENSMUSG00000030647	754
ENSMUSG00000083974	188
ENSMUSG00000035686	2189
ENSMUSG00000127250	1002
ENSMUSG000000517275	2568
ENSMUSG00000139519	845
ENSMUSG000000251330	7038
ENSMUSG00000065360	109
ENSMUSG000000356427	3833
ENSMUSG000000356235	19039
ENSMUSG00000128694	342
ENSMUSG00000108405	710
ENSMUSG00000108442	605
ENSMUSG00000086433	1352
ENSMUSG00000086993	5229
ENSMUSG00000108547	478
ENSMUSG00000025439	3856
ENSMUSG000000427970	9418
ENSMUSG00000129139	719
ENSMUSG00000129095	654
ENSMUSG000000307744	3943
ENSMUSG00000123411	480
ENSMUSG00000108424	391
ENSMUSG000000355824	3053
ENSMUSG000000307617	8874
ENSMUSG000000355475	5485
ENSMUSG00000074006	2144
ENSMUSG00000136901	269
ENSMUSG00000097749	3843
ENSMUSG00000074004	2371
ENSMUSG000000307605	15324
ENSMUSG00000142251	413
ENSMUSG00000138321	1061
ENSMUSG000000495803	3050
ENSMUSG00000108449	6152
ENSMUSG00000129766	875
ENSMUSG00000136534	2295
ENSMUSG00000108346	314
ENSMUSG00000074003	4102
ENSMUSG00000108764	239
ENSMUSG00000108508	317
ENSMUSG00000142345	1063
ENSMUSG00000124720	688
ENSMUSG00000090958	4688
ENSMUSG00000134325	825
ENSMUSG00000123376	1142
ENSMUSG00000065803	163
ENSMUSG00000124539	1734
ENSMUSG00000055446	828
ENSMUSG00000143501	1154
ENSMUSG00000143533	450
ENSMUSG000000354010	17256
ENSMUSG00000120382	1801
ENSMUSG00000109101	2542
ENSMUSG00000121868	8439
ENSMUSG00000130783	1158
ENSMUSG00000086477	563
ENSMUSG000000307536	4125
ENSMUSG00000109149	4610
ENSMUSG00000108988	238
ENSMUSG00000123143	1495
ENSMUSG00000126754	1593
ENSMUSG00000126719	2482
ENSMUSG000000159573	4137
ENSMUSG00000091496	364
ENSMUSG00000142247	1947
ENSMUSG00000142132	909
ENSMUSG000000353540	9035
ENSMUSG00000109282	1369
ENSMUSG00000109130	3132
ENSMUSG00000089501	122
ENSMUSG00000109492	651
ENSMUSG00000109073	1390
ENSMUSG00000124290	1055
ENSMUSG00000109468	404
ENSMUSG00000030747	3083
ENSMUSG00000123104	634
ENSMUSG00000123135	488
ENSMUSG00000109052	3596
ENSMUSG00000052396	1835
ENSMUSG00000109472	1216
ENSMUSG00000097015	1958
ENSMUSG000000554075	9152
ENSMUSG00000141960	1058
ENSMUSG00000109460	843
ENSMUSG000000704363	2443
ENSMUSG00000121235	3577
ENSMUSG000000353141	6739
ENSMUSG00000131632	547
ENSMUSG00000035298	2572
ENSMUSG000000307444	4483
ENSMUSG00000064966	145
ENSMUSG00000065822	148
ENSMUSG00000126670	976
ENSMUSG00002076757	105
ENSMUSG00000126579	3628
ENSMUSG00000126612	1316
ENSMUSG000000189096	11175
ENSMUSG00000065571	95
ENSMUSG00000108850	2720
ENSMUSG00000096606	3022
ENSMUSG00000097974	4097
ENSMUSG00000065698	131
ENSMUSG00000085095	2928
ENSMUSG000000307378	5958
ENSMUSG00000109559	2423
ENSMUSG00000124728	1439
ENSMUSG00000108965	171
ENSMUSG00000073998	1330
ENSMUSG00000109275	577
ENSMUSG00000073997	2278
ENSMUSG00000123924	817
ENSMUSG00000053360	978
ENSMUSG00000130757	573
ENSMUSG00000035239	3351
ENSMUSG00000141682	623
ENSMUSG00000035227	4221
ENSMUSG000000352111	4398
ENSMUSG00000109002	1811
ENSMUSG00000122140	1392
ENSMUSG00000108985	3965
ENSMUSG00000058761	7640
ENSMUSG00000108823	655
ENSMUSG00000109384	634
ENSMUSG000000307324	3660
ENSMUSG00000136151	614
ENSMUSG000000307267	4601
ENSMUSG00000133253	493
ENSMUSG00000133292	724
ENSMUSG00000137880	1351
ENSMUSG00000137921	950
ENSMUSG00000030725	1663
ENSMUSG00000109186	3778
ENSMUSG000000351655	1779
ENSMUSG00000130200	519
ENSMUSG00000129507	394
ENSMUSG00000109435	1249
ENSMUSG000000307298	9583
ENSMUSG00000089987	571
ENSMUSG000000510488	3135
ENSMUSG000000307180	3100
ENSMUSG000000472481	11994
ENSMUSG00000109046	533
ENSMUSG00000099137	7007
ENSMUSG00000102241	947
ENSMUSG000000329425	3135
ENSMUSG00000126071	2617
ENSMUSG000000336854	6989
ENSMUSG000000307085	2732
ENSMUSG00000133452	745
ENSMUSG00000109560	613
ENSMUSG00000133488	1149
ENSMUSG00000044881	2627
ENSMUSG00000109123	424
ENSMUSG000000307068	8152
ENSMUSG00000108990	329
ENSMUSG00000081359	353
ENSMUSG00000126065	535
ENSMUSG000000307045	3728
ENSMUSG00000082210	437
ENSMUSG000000307018	3713
ENSMUSG00000131001	703
ENSMUSG00000108866	740
ENSMUSG000000294618	7252
ENSMUSG00000109035	353
ENSMUSG00000144053	1624
ENSMUSG00000097388	1002
ENSMUSG00000109109	1286
ENSMUSG000000083181	3280
ENSMUSG00000032875	10795
ENSMUSG00000093296	104
ENSMUSG00000048779	2887
ENSMUSG00000109132	746
ENSMUSG00000139052	1533
ENSMUSG00000032860	3927
ENSMUSG00000143535	1619
ENSMUSG00000108895	246
ENSMUSG00000109171	167
ENSMUSG00000143176	308
ENSMUSG000000306916	16627
ENSMUSG00000083121	411
ENSMUSG00000127600	1133
ENSMUSG00000111425	1061
ENSMUSG000000477678	8469
ENSMUSG000000306886	2419
ENSMUSG00000110239	4929
ENSMUSG00000110099	341
ENSMUSG000000328129	8433
ENSMUSG00000109656	3175
ENSMUSG00000133110	1019
ENSMUSG000000306538	4139
ENSMUSG00000110195	6149
ENSMUSG00000133083	589
ENSMUSG00000133038	1150
ENSMUSG00000065446	68
ENSMUSG00000110301	2140
ENSMUSG00000140013	316
ENSMUSG00000140042	776
ENSMUSG00000120140	4805
ENSMUSG00000092517	1333
ENSMUSG00000067121	862
ENSMUSG00000030651	2828
ENSMUSG00000137402	517
ENSMUSG000000018298	9960
ENSMUSG00000110360	315
ENSMUSG000000079462	2035
ENSMUSG000000327374	6399
ENSMUSG00000123857	350
ENSMUSG00000073985	5530
ENSMUSG000000327251	1546
ENSMUSG00000110295	318
ENSMUSG000000018273	2297
ENSMUSG000000306499	5161
ENSMUSG00002075134	96
ENSMUSG00000138795	1236
ENSMUSG00000078630	2857
ENSMUSG000000308423	3215
ENSMUSG000000643074	1210
ENSMUSG00000138749	400
ENSMUSG00000138834	372
ENSMUSG000000663064	7919
ENSMUSG00000110150	552
ENSMUSG00000109872	311
ENSMUSG00000110287	178
ENSMUSG00000070427	3026
ENSMUSG000000704263	4427
ENSMUSG00000099481	5278
ENSMUSG000000704254	5673
ENSMUSG00000100254	2874
ENSMUSG000000704243	2058
ENSMUSG00000030996	2809
ENSMUSG00000131439	399
ENSMUSG00000066279	2628
ENSMUSG00000063550	12602
ENSMUSG000000309909	4529
ENSMUSG00000140557	590
ENSMUSG00000111339	606
ENSMUSG000000739822	1420
ENSMUSG00000120774	409
ENSMUSG00000030987	10371
ENSMUSG00000110175	765
ENSMUSG000000309781	11012
ENSMUSG00000109940	1016
ENSMUSG00000128874	1313
ENSMUSG00000044814	1456
ENSMUSG00000043925	3270
ENSMUSG000000448240	3496
ENSMUSG00000109822	664
ENSMUSG00000109906	326
ENSMUSG00000073979	936
ENSMUSG000000739780	4287
ENSMUSG00000073977	1891
ENSMUSG000000309664	3714
ENSMUSG00000109756	1102
ENSMUSG00000073975	4958
ENSMUSG00000073974	5440
ENSMUSG00000073973	4206
ENSMUSG00000073972	3972
ENSMUSG00000073971	2659
ENSMUSG00000110251	537
ENSMUSG00000073970	948
ENSMUSG00000073969	3825
ENSMUSG00000110352	155
ENSMUSG00000073968	3477
ENSMUSG00000109618	774
ENSMUSG00000073967	2690
ENSMUSG00000070423	3041
ENSMUSG00000110376	101
ENSMUSG00000066273	2372
ENSMUSG00000066272	1560
ENSMUSG00000088888	133
ENSMUSG000000433667	6033
ENSMUSG00000110008	3323
ENSMUSG00000073966	2498
ENSMUSG00000110122	951
ENSMUSG00000110074	873
ENSMUSG00000048469	951
ENSMUSG00000109596	944
ENSMUSG00000060888	2050
ENSMUSG00000110152	133
ENSMUSG00000109878	857
ENSMUSG00000073965	942
ENSMUSG00000062142	4741
ENSMUSG00000073964	1423
ENSMUSG00000043310	5158
ENSMUSG00000073963	1233
ENSMUSG00000052785	933
ENSMUSG00000045824	1041
ENSMUSG00000066269	3512
ENSMUSG000000739620	3141
ENSMUSG00000043354	3282
ENSMUSG00000045792	3665
ENSMUSG00000110033	939
ENSMUSG00000110143	943
ENSMUSG00000109845	556
ENSMUSG00000073961	3127
ENSMUSG00000073960	960
ENSMUSG00000073959	3152
ENSMUSG00000078080	1030
ENSMUSG00000066268	6183
ENSMUSG00000080891	948
ENSMUSG00000082714	301
ENSMUSG00000084262	4607
ENSMUSG00000083254	663
ENSMUSG00000051362	966
ENSMUSG00000084356	898
ENSMUSG00000057461	5322
ENSMUSG00000073956	6566
ENSMUSG00000073955	984
ENSMUSG00000073954	2812
ENSMUSG00000083383	954
ENSMUSG00000057321	1987
ENSMUSG00002076718	121
ENSMUSG00002076523	121
ENSMUSG00002074985	321
ENSMUSG00000073953	3392
ENSMUSG00000073952	2727
ENSMUSG00000073951	2026
ENSMUSG00000073950	2183
ENSMUSG00000045540	3527
ENSMUSG00000109951	2266
ENSMUSG00000082739	948
ENSMUSG00000121427	1169
ENSMUSG00000059874	1021
ENSMUSG00000058976	2453
ENSMUSG00002076059	121
ENSMUSG00000109659	2921
ENSMUSG00000073949	2660
ENSMUSG00000081945	5710
ENSMUSG00000073948	1482
ENSMUSG00000046396	3429
ENSMUSG00000045584	1643
ENSMUSG00000096584	2301
ENSMUSG00000094119	2556
ENSMUSG00000078624	5219
ENSMUSG00000073947	3469
ENSMUSG00000047544	1698
ENSMUSG00000073946	3129
ENSMUSG00002075901	110
ENSMUSG00000073945	3304
ENSMUSG00000073944	1416
ENSMUSG00000045132	7527
ENSMUSG00000081315	938
ENSMUSG00000050085	2246
ENSMUSG00000133572	425
ENSMUSG00000099687	3980
ENSMUSG00000045780	5731
ENSMUSG00000073943	966
ENSMUSG00000081038	318
ENSMUSG00000082077	822
ENSMUSG00000094822	4735
ENSMUSG00000135518	255
ENSMUSG00000096516	1553
ENSMUSG00000047545	2637
ENSMUSG00000050281	2231
ENSMUSG00000058662	2829
ENSMUSG00000061626	4093
ENSMUSG000000475352	3851
ENSMUSG00000073940	703
ENSMUSG00000121140	204
ENSMUSG00000143602	601
ENSMUSG00000052305	768
ENSMUSG00000083967	264
ENSMUSG00000083216	266
ENSMUSG00000078621	558
ENSMUSG00000052217	613
ENSMUSG00000085700	129
ENSMUSG00000052187	633
ENSMUSG00000143644	439
ENSMUSG00000058200	3080
ENSMUSG00000083854	351
ENSMUSG00000063615	5001
ENSMUSG00000110259	2936
ENSMUSG00000042219	960
ENSMUSG00000073938	3282
ENSMUSG00000109837	160
ENSMUSG00000073937	3915
ENSMUSG00000080751	955
ENSMUSG00000094520	8565
ENSMUSG00000082281	1176
ENSMUSG00000055621	935
ENSMUSG00000084236	471
ENSMUSG00000094063	1158
ENSMUSG00000109824	1078
ENSMUSG000000662631	6592
ENSMUSG00000066262	4009
ENSMUSG00000073932	2379
ENSMUSG00000049797	4715
ENSMUSG00000090219	6133
ENSMUSG00000110012	3666
ENSMUSG00000051340	3677
ENSMUSG00000073931	3778
ENSMUSG00000055643	1915
ENSMUSG00000051618	2376
ENSMUSG00000124216	1831
ENSMUSG00000051437	2298
ENSMUSG000000442657	2268
ENSMUSG00000083513	960
ENSMUSG00000042909	2929
ENSMUSG00000044899	1382
ENSMUSG00000081859	2321
ENSMUSG00000125565	658
ENSMUSG000000722442	4894
ENSMUSG00000109712	449
ENSMUSG000000561445	2592
ENSMUSG00000111737	609
ENSMUSG000000604417	3655
ENSMUSG00000088658	108
ENSMUSG000000662584	5781
ENSMUSG000000871750	2056
ENSMUSG00000135063	314
ENSMUSG000000902151	1827
ENSMUSG000000571436	3740
ENSMUSG00002074911	100
ENSMUSG00000143123	498
ENSMUSG00000143087	1755
ENSMUSG000000527491	7527
ENSMUSG00000078616	1716
ENSMUSG00000110114	281
ENSMUSG000000309218	4111
ENSMUSG00000119845	107
ENSMUSG000000575964	3758
ENSMUSG00000082154	1095
ENSMUSG00000083248	362
ENSMUSG00000121294	1890
ENSMUSG000000739294	731
ENSMUSG00000073928	1605
ENSMUSG00000073927	5402
ENSMUSG00000073926	4787
ENSMUSG00000073925	3130
ENSMUSG00000051182	2045
ENSMUSG00000073924	4091
ENSMUSG00000073923	2397
ENSMUSG00000070421	2915
ENSMUSG00000082084	957
ENSMUSG00000073922	4842
ENSMUSG00000081694	375
ENSMUSG00000073920	3790
ENSMUSG00000109821	1135
ENSMUSG00000109832	396
ENSMUSG00000109806	959
ENSMUSG00000051885	966
ENSMUSG000000430732	1885
ENSMUSG00000086229	1053
ENSMUSG00000062369	1561
ENSMUSG00000054568	2656
ENSMUSG00000109641	345
ENSMUSG00000073917	3273
ENSMUSG00000063582	1949
ENSMUSG00000122743	473
ENSMUSG00000109734	2220
ENSMUSG00000110330	365
ENSMUSG00000056782	2695
ENSMUSG00000057770	3613
ENSMUSG00000073916	2336
ENSMUSG00000110284	281
ENSMUSG00000140389	643
ENSMUSG00000094685	375
ENSMUSG00000044705	3729
ENSMUSG00000094531	3234
ENSMUSG00000051172	1490
ENSMUSG00000110041	411
ENSMUSG00000109671	946
ENSMUSG00000096773	3828
ENSMUSG00000073915	2802
ENSMUSG00000073914	3227
ENSMUSG00000109676	641
ENSMUSG00000073913	2369
ENSMUSG00000109972	412
ENSMUSG00000110293	1651
ENSMUSG00000096029	5184
ENSMUSG00000041885	936
ENSMUSG00000110117	553
ENSMUSG00000109742	1895
ENSMUSG00000095248	4729
ENSMUSG00000059768	934
ENSMUSG00000044120	3841
ENSMUSG00000109918	136
ENSMUSG00000047225	3319
ENSMUSG00000047794	3326
ENSMUSG00000048425	2842
ENSMUSG00000121296	1004
ENSMUSG00000073908	938
ENSMUSG00000073909	966
ENSMUSG00000073907	5819
ENSMUSG00000110265	554
ENSMUSG00000050266	2102
ENSMUSG00000043948	2327
ENSMUSG00000073906	1126
ENSMUSG000000444650	11834
ENSMUSG00000078611	1181
ENSMUSG00000110366	1651
ENSMUSG00000030897	2663
ENSMUSG00000126552	782
ENSMUSG00000109609	1254
ENSMUSG000000308986	2862
ENSMUSG00000037060	1662
ENSMUSG00000124079	1697
ENSMUSG00000109735	1316
ENSMUSG00000132673	476
ENSMUSG000000370490	3337
ENSMUSG000000370328	4408
ENSMUSG00000134513	1431
ENSMUSG000000308950	1499
ENSMUSG000000369897	4569
ENSMUSG00000110077	1888
ENSMUSG000000308816	4902
ENSMUSG00000089847	3582
ENSMUSG00000110234	4025
ENSMUSG00000064897	139
ENSMUSG000000308820	15081
ENSMUSG00000081911	309
ENSMUSG00000122062	1026
ENSMUSG000000308885	3558
ENSMUSG000000308907	2744
ENSMUSG000000438662	4584
ENSMUSG00000030894	5164
ENSMUSG000000368626	11052
ENSMUSG00000121844	2654
ENSMUSG000000308791	7605
ENSMUSG00000129707	375
ENSMUSG00000129666	2162
ENSMUSG00000109685	543
ENSMUSG00000086513	7293
ENSMUSG00000086414	1299
ENSMUSG00000110141	1571
ENSMUSG00000078606	9275
ENSMUSG00000093378	474
ENSMUSG00000099241	3593
ENSMUSG00000099276	1038
ENSMUSG00000095649	7296
ENSMUSG00000098426	1266
ENSMUSG00000125377	938
ENSMUSG00000098987	1295
ENSMUSG000000458683	9005
ENSMUSG00000125995	2849
ENSMUSG00000098934	3596
ENSMUSG00000143224	2602
ENSMUSG00000098945	1038
ENSMUSG00000095457	7275
ENSMUSG00000053541	6622
ENSMUSG00000126908	816
ENSMUSG00000077777	136
ENSMUSG00000133723	4313
ENSMUSG00000121501	3500
ENSMUSG000000632860	7280
ENSMUSG00000120115	6983
ENSMUSG00000073902	7293
ENSMUSG00000051680	4015
ENSMUSG00000064223	5273
ENSMUSG00000109011	196
ENSMUSG00000108948	3953
ENSMUSG00000109365	948
ENSMUSG00000051591	1192
ENSMUSG00000109861	2135
ENSMUSG00000059087	4024
ENSMUSG00000096714	4193
ENSMUSG00000094493	1505
ENSMUSG000000367444	4193
ENSMUSG00000056863	1656
ENSMUSG00000073901	1920
ENSMUSG00000073900	5561
ENSMUSG00000109058	3085
ENSMUSG00000109354	4831
ENSMUSG00000069390	1973
ENSMUSG00000073899	2439
ENSMUSG00000062553	5078
ENSMUSG00000045581	1312
ENSMUSG00000108933	445
ENSMUSG00000036647	6834
ENSMUSG00000045013	4724
ENSMUSG00000109246	950
ENSMUSG00000070417	6734
ENSMUSG00000073898	6329
ENSMUSG00000108862	297
ENSMUSG00000049674	4530
ENSMUSG00000109391	379
ENSMUSG00000073897	3666
ENSMUSG00000062987	3879
ENSMUSG00000110209	473
ENSMUSG00000060503	5114
ENSMUSG00000073896	4274
ENSMUSG000000166261	3537
ENSMUSG00000086261	1447
ENSMUSG00000073894	1472
ENSMUSG00000137400	706
ENSMUSG00000057215	3165
ENSMUSG00000137358	899
ENSMUSG00002075862	110
ENSMUSG00000109078	964
ENSMUSG000000625422	3979
ENSMUSG00000051041	1685
ENSMUSG00000109374	557
ENSMUSG000000365287	10876
ENSMUSG00000049740	1191
ENSMUSG00000048065	2772
ENSMUSG00000109402	773
ENSMUSG00000048236	1953
ENSMUSG00000066242	1855
ENSMUSG00000109192	593
ENSMUSG00000095910	3171
ENSMUSG00000108863	223
ENSMUSG00000109542	3080
ENSMUSG00000109788	936
ENSMUSG00000066245	462
ENSMUSG00000073893	5466
ENSMUSG00000095212	2319
ENSMUSG00000108892	1011
ENSMUSG00000094197	933
ENSMUSG00000095301	2539
ENSMUSG00000096151	2930
ENSMUSG00000108844	471
ENSMUSG00000094426	2477
ENSMUSG00000043855	3248
ENSMUSG00000063120	1876
ENSMUSG00000054236	5247
ENSMUSG00000109670	280
ENSMUSG00000059031	2612
ENSMUSG00000109484	357
ENSMUSG00000078118	2694
ENSMUSG00002075659	58
ENSMUSG00000110171	4682
ENSMUSG00000108995	954
ENSMUSG00000096068	945
ENSMUSG00000128290	528
ENSMUSG00000108916	643
ENSMUSG00000095929	3785
ENSMUSG00000096465	4680
ENSMUSG00000109174	823
ENSMUSG00000109639	967
ENSMUSG00000109884	1275
ENSMUSG00000109004	407
ENSMUSG00000094612	2267
ENSMUSG00000109497	945
ENSMUSG00000093980	945
ENSMUSG00000109631	1002
ENSMUSG00000109934	214
ENSMUSG00000110253	2723
ENSMUSG00000109426	915
ENSMUSG00000095239	2396
ENSMUSG00000109081	355
ENSMUSG00000096679	2260
ENSMUSG00000109213	930
ENSMUSG00000108939	933
ENSMUSG00000110204	946
ENSMUSG00000058014	3282
ENSMUSG00000109250	1678
ENSMUSG00000060759	972
ENSMUSG00000060105	958
ENSMUSG00000109306	577
ENSMUSG00000108837	531
ENSMUSG00000108998	976
ENSMUSG00000109471	2445
ENSMUSG00000058244	3228
ENSMUSG00000061000	951
ENSMUSG00000063764	1635
ENSMUSG00000049280	3547
ENSMUSG00000096209	3128
ENSMUSG00000109070	217
ENSMUSG00000056946	1056
ENSMUSG00000051200	2029
ENSMUSG00000109207	162
ENSMUSG00000066241	933
ENSMUSG00000109406	189
ENSMUSG00000062434	1537
ENSMUSG00000109553	1072
ENSMUSG00000066240	2139
ENSMUSG00000046431	2994
ENSMUSG00000066239	960
ENSMUSG00000049709	4504
ENSMUSG00000031029	2891
ENSMUSG000000310285	8391
ENSMUSG00000135800	729
ENSMUSG00000138186	675
ENSMUSG00000132074	540
ENSMUSG00000134167	371
ENSMUSG000000483305	8561
ENSMUSG00000118906	107
ENSMUSG00000136008	2091
ENSMUSG00000036111	1552
ENSMUSG00000109107	850
ENSMUSG00000109001	1463
ENSMUSG00000140828	987
ENSMUSG000000310276	2654
ENSMUSG00000081370	1398
ENSMUSG00000085407	1992
ENSMUSG000000310266	10125
ENSMUSG00000122585	414
ENSMUSG00000120894	409
ENSMUSG000000463645	2774
ENSMUSG00000065016	132
ENSMUSG00002074947	120
ENSMUSG00000077575	130
ENSMUSG000000310244	5738
ENSMUSG00000132631	1237
ENSMUSG00000109499	505
ENSMUSG00000031023	1305
ENSMUSG000000310226	2070
ENSMUSG00000035951	700
ENSMUSG000000310214	2002
ENSMUSG00000134175	252
ENSMUSG00000121788	3043
ENSMUSG00000109147	451
ENSMUSG000000348255	4012
ENSMUSG00000119024	107
ENSMUSG000000072795	4153
ENSMUSG00000134918	444
ENSMUSG000000359015	8677
ENSMUSG000000475545	5872
ENSMUSG00002075706	54
ENSMUSG00000101585	2419
ENSMUSG00000127971	395
ENSMUSG00000065389	141
ENSMUSG00000066232	11169
ENSMUSG00000064600	133
ENSMUSG00000064451	184
ENSMUSG00000140094	401
ENSMUSG00000073867	3339
ENSMUSG00000140136	1272
ENSMUSG000000610795	3484
ENSMUSG00000122709	730
ENSMUSG00000109904	1751
ENSMUSG000000310160	3419
ENSMUSG00000129285	1724
ENSMUSG00000129326	753
ENSMUSG00000140892	1554
ENSMUSG00000133159	835
ENSMUSG00000133201	451
ENSMUSG00000031015	8090
ENSMUSG00000109799	2141
ENSMUSG00000110102	832
ENSMUSG000000383716	14783
ENSMUSG00000091117	566
ENSMUSG00000090855	593
ENSMUSG00000060777	330
ENSMUSG00000128169	581
ENSMUSG00000099803	1466
ENSMUSG00000131150	1695
ENSMUSG000000307906	1619
ENSMUSG00000119986	4113
ENSMUSG00000135773	699
ENSMUSG00000131369	2397
ENSMUSG00000109700	2799
ENSMUSG00000109749	932
ENSMUSG00000131447	689
ENSMUSG00000110062	2669
ENSMUSG000000056868	5627
ENSMUSG00000128768	535
ENSMUSG000000307887	10275
ENSMUSG00002076727	107
ENSMUSG00000030787	2919
ENSMUSG000000056116	6827
ENSMUSG00000087160	380
ENSMUSG00000138742	369
ENSMUSG000000056097	8000
ENSMUSG000000056108	10166
ENSMUSG00000088948	168
ENSMUSG00000120003	2442
ENSMUSG00000110424	5651
ENSMUSG00000110326	2711
ENSMUSG00000118555	1816
ENSMUSG00000120671	2252
ENSMUSG00000137679	1586
ENSMUSG00000137718	1931
ENSMUSG00000137756	439
ENSMUSG00000109808	1143
ENSMUSG00000143592	751
ENSMUSG00000109867	639
ENSMUSG00000130594	1634
ENSMUSG000000382965	2575
ENSMUSG00000130550	916
ENSMUSG00000130627	481
ENSMUSG00002074927	92
ENSMUSG00000110065	630
ENSMUSG00000065751	150
ENSMUSG00000129677	1599
ENSMUSG00000122211	633
ENSMUSG00000128986	546
ENSMUSG000000592630	13755
ENSMUSG00000129604	328
ENSMUSG00000030772	3359
ENSMUSG00000134160	772
ENSMUSG00000132154	1059
ENSMUSG00000132116	1980
ENSMUSG00000133684	1179
ENSMUSG00000131112	1717
ENSMUSG000000382445	15218
ENSMUSG000000307706	10157
ENSMUSG00000085049	1635
ENSMUSG00000085945	5608
ENSMUSG00000093002	130
ENSMUSG00000109611	616
ENSMUSG000000553209	13570
ENSMUSG00002076860	129
ENSMUSG00000098132	3496
ENSMUSG00000110207	2740
ENSMUSG00000110109	788
ENSMUSG00000130936	775
ENSMUSG00000110009	2971
ENSMUSG00002075356	111
ENSMUSG00000130394	1393
ENSMUSG00000129073	809
ENSMUSG00000130393	1219
ENSMUSG00000125764	318
ENSMUSG00000055116	7523
ENSMUSG00000123865	1299
ENSMUSG00000109959	296
ENSMUSG000000381875	5801
ENSMUSG00000082183	402
ENSMUSG00000139585	1628
ENSMUSG00000059077	710
ENSMUSG00000110262	721
ENSMUSG00000109779	574
ENSMUSG000000307597	8055
ENSMUSG000000849840	2119
ENSMUSG00000141287	949
ENSMUSG00000109968	160
ENSMUSG00002075897	102
ENSMUSG00000139910	1459
ENSMUSG00000073862	2845
ENSMUSG00000123963	1908
ENSMUSG00000125348	2048
ENSMUSG00000101755	2088
ENSMUSG000000381567	10382
ENSMUSG00000136885	485
ENSMUSG00000055723	3554
ENSMUSG00000110248	656
ENSMUSG00000131839	518
ENSMUSG00000120689	944
ENSMUSG00000110407	455
ENSMUSG000000307540	5582
ENSMUSG000000307519	2952
ENSMUSG00000087475	5505
ENSMUSG000000306710	9114
ENSMUSG00000141369	649
ENSMUSG000000306707	2115
ENSMUSG00000124103	673
ENSMUSG000000306694	1684
ENSMUSG00000108349	1125
ENSMUSG00000121777	1020
ENSMUSG00000086583	894
ENSMUSG000000306662	1264
ENSMUSG00000144030	470
ENSMUSG000000487827	3720
ENSMUSG00000118946	132
ENSMUSG00000126824	274
ENSMUSG00000108683	1777
ENSMUSG00000046411	768
ENSMUSG00002075411	318
ENSMUSG00000108419	381
ENSMUSG00000108379	2400
ENSMUSG00000108722	2758
ENSMUSG00000126161	596
ENSMUSG00000143724	1863
ENSMUSG00000143764	675
ENSMUSG00000108401	330
ENSMUSG00002076419	80
ENSMUSG00000133848	572
ENSMUSG00000127682	177
ENSMUSG00000143209	2775
ENSMUSG00000127143	683
ENSMUSG00000143213	1243
ENSMUSG00000143249	310
ENSMUSG00000120780	1498
ENSMUSG000000519104	14832
ENSMUSG00000143985	411
ENSMUSG00000144024	349
ENSMUSG00000108489	2389
ENSMUSG00000030664	801
ENSMUSG000000306633	2490
ENSMUSG00000087621	2316
ENSMUSG00000091900	978
ENSMUSG000000456599	12933
ENSMUSG00000133090	894
ENSMUSG00000108650	1260
ENSMUSG00000090862	2691
ENSMUSG00000064741	87
ENSMUSG00000108738	6474
ENSMUSG000000306600	11133
ENSMUSG00000108500	3167
ENSMUSG00000108359	957
ENSMUSG00000108461	2820
ENSMUSG00000131587	1056
ENSMUSG00000108566	288
ENSMUSG000000306595	2331
ENSMUSG00000108736	712
ENSMUSG00000108456	2500
ENSMUSG00000139143	669
ENSMUSG00002076628	121
ENSMUSG00000141352	416
ENSMUSG00000124119	847
ENSMUSG00002075642	107
ENSMUSG00000131781	501
ENSMUSG00000108740	874
ENSMUSG00000107383	1342
ENSMUSG00000119801	107
ENSMUSG00000108303	512
ENSMUSG00000140861	1267
ENSMUSG00000125631	389
ENSMUSG000000306572	9651
ENSMUSG00000108693	1901
ENSMUSG00000129144	433
ENSMUSG00000122126	1828
ENSMUSG00000122162	954
ENSMUSG00000143927	361
ENSMUSG00002074866	105
ENSMUSG00000124201	754
ENSMUSG00000133730	471
ENSMUSG00000141690	690
ENSMUSG000000086837	6270
ENSMUSG000000306540	2482
ENSMUSG00000127683	742
ENSMUSG00000138089	332
ENSMUSG000000306556	23984
ENSMUSG00000065874	131
ENSMUSG00000109045	1957
ENSMUSG000000551590	1841
ENSMUSG00000129302	245
ENSMUSG00000129266	804
ENSMUSG00000108980	3000
ENSMUSG00000087922	105
ENSMUSG00000134599	3018
ENSMUSG00000108856	2098
ENSMUSG00000118412	549
ENSMUSG00000058420	5205
ENSMUSG00000141444	640
ENSMUSG00000109167	2854
ENSMUSG00000095115	6865
ENSMUSG000000306522	6434
ENSMUSG00000042246	5763
ENSMUSG00000109284	3209
ENSMUSG000000306509	4470
ENSMUSG00000109357	229
ENSMUSG000000339176	1692
ENSMUSG00000134401	163
ENSMUSG000000339047	8256
ENSMUSG000000309820	14648
ENSMUSG00000108979	733
