Geneid	Length
ENSMUSG00000109317	3108
ENSMUSG000000304718	2328.33
ENSMUSG00000120079	1202
ENSMUSG000000597967	1737.14
ENSMUSG00000099889	994
ENSMUSG00000102822	420
ENSMUSG00000101362	892
ENSMUSG00000138446	512
ENSMUSG00000050425	2077
ENSMUSG00000074109	3270
ENSMUSG00000124756	654
ENSMUSG000000322388	3278.95
ENSMUSG000000205483	1191
ENSMUSG00000108176	789
ENSMUSG00000136499	764.667
ENSMUSG00000050870	1123
ENSMUSG00000094176	344
ENSMUSG00000087550	938.333
ENSMUSG00000100687	580
ENSMUSG00000099620	985
ENSMUSG00000085853	807
ENSMUSG000000108034	3226.86
ENSMUSG00000082580	312
ENSMUSG00000099952	623
ENSMUSG000000244568	3420.12
ENSMUSG00000092472	112
ENSMUSG00000101543	902
ENSMUSG00000125651	319
ENSMUSG00000070551	1037
ENSMUSG00000103795	696
ENSMUSG00002076573	116
ENSMUSG00000122522	979.375
ENSMUSG00000109580	458
ENSMUSG000000275750	2211.82
ENSMUSG00000126048	2741
ENSMUSG00000050957	708
ENSMUSG00000101352	670
ENSMUSG00000101900	949
ENSMUSG00000106097	922
ENSMUSG00000121020	689
ENSMUSG00000090774	9990.5
ENSMUSG00000133964	499.412
ENSMUSG00000101063	964
ENSMUSG00002075961	318
ENSMUSG00000070552	1180
ENSMUSG00000127276	666
ENSMUSG00000050190	2326
ENSMUSG00000067173	1259
ENSMUSG000000046679	1151.78
ENSMUSG00000132515	464
ENSMUSG00000133156	703
ENSMUSG00000101101	955
ENSMUSG00000102982	1266
ENSMUSG00000101622	907
ENSMUSG00000102128	904
ENSMUSG00000095032	1021
ENSMUSG00000114603	646
ENSMUSG00000143300	555
ENSMUSG00000129195	256
ENSMUSG00000130805	512
ENSMUSG00000098184	972
ENSMUSG00000102068	952
ENSMUSG00000061809	1249
ENSMUSG000000341573	3693.49
ENSMUSG00000101739	939
ENSMUSG00000139196	624
ENSMUSG00000099603	955
ENSMUSG00000135806	253
ENSMUSG00000101087	714
ENSMUSG00000083019	396
ENSMUSG00000126347	435.667
ENSMUSG000000005389	4713.83
ENSMUSG00000100665	952
ENSMUSG00000078698	1295
ENSMUSG00000125730	770.5
ENSMUSG00000101664	913
ENSMUSG00000143765	534.5
ENSMUSG00000101780	908
ENSMUSG00000048355	1580
ENSMUSG000000319021	4570.81
ENSMUSG00002075280	306
ENSMUSG00000134958	383
ENSMUSG000000100443	1363.95
ENSMUSG00000093973	1240
ENSMUSG00000120566	678.024
ENSMUSG00000099560	918
ENSMUSG00000123088	317.333
ENSMUSG00000076983	90
ENSMUSG000000266781	4096
ENSMUSG00000131611	2310
ENSMUSG00000074111	1069.5
ENSMUSG00000095420	1150
ENSMUSG00000113109	1510
ENSMUSG000000005686	3681.34
ENSMUSG00000122686	528
ENSMUSG00000128018	412
ENSMUSG00000109501	2094
ENSMUSG00000127450	741.446
ENSMUSG000000040440	3491
ENSMUSG00000081188	689
ENSMUSG00000078157	3274
ENSMUSG00000098960	59
ENSMUSG00000131924	976
ENSMUSG00000111473	2562
ENSMUSG00000098009	1193
ENSMUSG000000480006	3574.99
ENSMUSG00000010307	1831
ENSMUSG000000495160	5001.32
ENSMUSG00000103332	4689
ENSMUSG00000110001	1515
ENSMUSG000000030688	1691.42
ENSMUSG00000110416	110
ENSMUSG00000106052	851
ENSMUSG00000137035	1043.88
ENSMUSG000000317506	1420.67
ENSMUSG00000137069	374
ENSMUSG00000100834	693
ENSMUSG00000116723	305
ENSMUSG000000314526	1124.5
ENSMUSG00000109231	1612
ENSMUSG000000432627	4575.26
ENSMUSG00000132424	1244
ENSMUSG00000132885	816
ENSMUSG000000308516	829
ENSMUSG000000752292	962.223
ENSMUSG00000082844	267
ENSMUSG000000632296	1578.14
ENSMUSG00000049751	533.427
ENSMUSG00000138470	1493
ENSMUSG00000079343	2662
ENSMUSG00000135914	965
ENSMUSG00002075071	297
ENSMUSG000000287563	2343.09
ENSMUSG00000109663	415
ENSMUSG00000124684	696
ENSMUSG000000065994	2598.78
ENSMUSG00000110087	695
ENSMUSG00000133909	457
ENSMUSG00000074115	609
ENSMUSG00000135048	2096.07
ENSMUSG00000113529	3223
ENSMUSG00000065494	86
ENSMUSG00000109624	320
ENSMUSG00000111867	868.417
ENSMUSG00000134501	670
ENSMUSG000000400465	2927.93
ENSMUSG000000742591	3347.66
ENSMUSG00000081128	1020
ENSMUSG00000110272	275
ENSMUSG00000106702	514
ENSMUSG00000087492	821
ENSMUSG000000308393	1474.4
ENSMUSG000000311428	4552.58
ENSMUSG00000130179	747.4
ENSMUSG00000009471	1861
ENSMUSG00000095487	268
ENSMUSG00000109962	1048
ENSMUSG00000136050	1376
ENSMUSG00000134584	509
ENSMUSG00000104194	906
ENSMUSG000000094871	10043
ENSMUSG00000110060	3653
ENSMUSG000000418155	3234.7
ENSMUSG000000308381	1010.84
ENSMUSG00000085599	540.167
ENSMUSG00000030968	2146
ENSMUSG00000128078	1812
ENSMUSG00000126687	182
ENSMUSG000000342470	5968
ENSMUSG000000362145	888.098
ENSMUSG00000077447	132
ENSMUSG00000140431	1081.77
ENSMUSG00000110240	1109
ENSMUSG000000401361	4154.07
ENSMUSG00000129343	569.5
ENSMUSG00000096146	2659.33
ENSMUSG00000109882	1066
ENSMUSG00000115631	288
ENSMUSG00000126524	684
ENSMUSG00000143647	834
ENSMUSG00000119877	107
ENSMUSG00000039183	1331.27
ENSMUSG00000073908	938
ENSMUSG00000142696	818
ENSMUSG00000133315	691
ENSMUSG000000284955	901.05
ENSMUSG00000092570	826.2
ENSMUSG00000030834	3706.66
ENSMUSG00000109673	311
ENSMUSG00000142068	343
ENSMUSG000000401899	1954.9
ENSMUSG00000110208	964.372
ENSMUSG00000086468	1387.95
ENSMUSG00000096033	270
ENSMUSG00000131967	744
ENSMUSG00000112131	642.167
ENSMUSG000000574393	1932
ENSMUSG000000027713	5409.36
ENSMUSG00000119867	107
ENSMUSG00000110020	1049.43
ENSMUSG00000139412	769
ENSMUSG00000137166	540
ENSMUSG00000110197	898
ENSMUSG00000104228	696
ENSMUSG000000620447	3494.77
ENSMUSG00000109602	223
ENSMUSG000000032735	1524.95
ENSMUSG00000080645	121
ENSMUSG00000109684	1313
ENSMUSG00000040364	2470
ENSMUSG00000117770	2296
ENSMUSG000000606365	496.46
ENSMUSG00000140125	914
ENSMUSG00000113185	1228
ENSMUSG000000445623	3202
ENSMUSG000000764340	1009.44
ENSMUSG00000064158	2330
ENSMUSG00000116938	391
ENSMUSG00000086749	457
ENSMUSG00000105134	2896
ENSMUSG00000008461	2580
ENSMUSG00000137684	867
ENSMUSG00000109644	1929.03
ENSMUSG000000097330	2959.45
ENSMUSG00000121024	1402
ENSMUSG00000131175	343
ENSMUSG00000110387	211
ENSMUSG000000234679	1883
ENSMUSG00000011382	5121.83
ENSMUSG000000747040	1659
ENSMUSG00000101843	380
ENSMUSG00000109926	789
ENSMUSG00000104946	679
ENSMUSG00000137911	347.5
ENSMUSG00000058816	618
ENSMUSG000000633164	633.956
ENSMUSG00000137874	1282
ENSMUSG000000201912	837.667
ENSMUSG000000507087	961.67
ENSMUSG00000095682	359
ENSMUSG000000038657	3280
ENSMUSG000000038685	1459.13
ENSMUSG00000085804	689.263
ENSMUSG000000063958	870.369
ENSMUSG00000074121	1963
ENSMUSG000000382011	2182
ENSMUSG00000110070	528
ENSMUSG00000113674	330
ENSMUSG00000121922	304
ENSMUSG00000112267	1007
ENSMUSG000000540793	2543.28
ENSMUSG000000038639	4594.36
ENSMUSG000000792670	1117.5
ENSMUSG00000056978	427
ENSMUSG000000382392	2411
ENSMUSG000000467212	653
ENSMUSG00000143117	583
ENSMUSG000000382601	1600.91
ENSMUSG00000143088	560
ENSMUSG00000066438	3535
ENSMUSG00000094152	1348.91
ENSMUSG000000307986	1308.28
ENSMUSG00000135893	471
ENSMUSG00000042604	4792
ENSMUSG00002075689	353
ENSMUSG000000307968	1545.43
ENSMUSG00000126688	639.44
ENSMUSG000000382925	2262
ENSMUSG00000109528	4391.17
ENSMUSG00000106470	59
ENSMUSG00000085934	1240
ENSMUSG00000130764	1158.67
ENSMUSG00000110206	1143.87
ENSMUSG00000021486	1374.43
ENSMUSG00000126768	1331
ENSMUSG00000126601	484
ENSMUSG00000105913	74
ENSMUSG00000109551	2127
ENSMUSG00000138614	508
ENSMUSG00000065878	70
ENSMUSG00000141847	581
ENSMUSG00000128809	804.375
ENSMUSG00000123725	402
ENSMUSG00000134444	778
ENSMUSG00000058761	4388.58
ENSMUSG00000083867	275
ENSMUSG00000064767	87
ENSMUSG00000109918	136
ENSMUSG000000199787	3246.96
ENSMUSG00000108799	657
ENSMUSG00000082443	380
ENSMUSG00000065495	65
ENSMUSG00000003420	1711.89
ENSMUSG00000141514	487.286
ENSMUSG00000109947	469
ENSMUSG000000195392	1462
ENSMUSG000000387770	2919.87
ENSMUSG00000131088	1727
ENSMUSG000000034214	1412.51
ENSMUSG00000046574	7023
ENSMUSG00000085892	506
ENSMUSG000000383870	995
ENSMUSG00000117307	219
ENSMUSG00000086656	573
ENSMUSG00000084895	489
ENSMUSG00000098839	62
ENSMUSG00000110752	681.226
ENSMUSG000000031846	1292.18
ENSMUSG00000112244	479
ENSMUSG000000031903	1056.37
ENSMUSG00000117107	523
ENSMUSG000000424230	2839.67
ENSMUSG00000141303	415
ENSMUSG00000139214	326
ENSMUSG000000598915	1806
ENSMUSG00000136080	1228
ENSMUSG000000385028	1008.35
ENSMUSG00000126630	769.5
ENSMUSG00000076051	73
ENSMUSG00000106124	308
ENSMUSG00000109511	2722
ENSMUSG00000106230	2159
ENSMUSG00000102060	2767.92
ENSMUSG000000333964	7027.45
ENSMUSG00000135651	1225.6
ENSMUSG00000126498	1053
ENSMUSG00000114009	1553
ENSMUSG00000081810	400
ENSMUSG00000121843	772.333
ENSMUSG00000013662	2772.56
ENSMUSG000000022057	1743.64
ENSMUSG00000097779	1079
ENSMUSG00000066500	608.667
ENSMUSG00000142710	628
ENSMUSG00000142577	317
ENSMUSG000000022040	738.662
ENSMUSG000000606014	1751.32
ENSMUSG00000124445	1090
ENSMUSG00000108477	1310
ENSMUSG00000099330	73
ENSMUSG000000394707	3269.69
ENSMUSG00000105550	1224.96
ENSMUSG000000386445	2942.37
ENSMUSG000000081934	2788
ENSMUSG000000297805	1593.11
ENSMUSG000000386702	1051.07
ENSMUSG00000108607	513
ENSMUSG00000133102	256
ENSMUSG000000511130	829.124
ENSMUSG00000108338	411
ENSMUSG00000094413	352
ENSMUSG00000054000	1374
ENSMUSG000000081409	1701.76
ENSMUSG00000119672	88
ENSMUSG000000386954	927.16
ENSMUSG000000470855	2728
ENSMUSG00000100731	699
ENSMUSG00000138406	469
ENSMUSG00000120923	1777
ENSMUSG00000108509	581
ENSMUSG00000139971	322
ENSMUSG000000080286	1004.24
ENSMUSG00000108719	157
ENSMUSG000000387386	9118.16
ENSMUSG00002076852	152
ENSMUSG000000324229	3082.11
ENSMUSG00000141308	332
ENSMUSG00000136460	742.5
ENSMUSG00000126109	458
ENSMUSG00000122588	685
ENSMUSG00000121996	866.249
ENSMUSG00000111432	175
ENSMUSG00000140299	644
ENSMUSG00000101338	643
ENSMUSG00000138346	641
ENSMUSG00000108705	928
ENSMUSG00000094133	2044.33
ENSMUSG00000123412	677.4
ENSMUSG00000087376	274
ENSMUSG00000118729	90
ENSMUSG000000198945	2786.75
ENSMUSG000000504232	2213.96
ENSMUSG00000097309	3500
ENSMUSG00000080352	91
ENSMUSG00000107922	940
ENSMUSG00000109990	88
ENSMUSG00000101166	2752
ENSMUSG00002075429	288
ENSMUSG00000128950	470
ENSMUSG00000108622	1118.33
ENSMUSG00000130937	339
ENSMUSG00000063903	820.667
ENSMUSG00000066513	839
ENSMUSG00000064725	81
ENSMUSG00000108459	949
ENSMUSG00000122851	949
ENSMUSG00000111544	1669
ENSMUSG00000108727	708
ENSMUSG00000038968	1387
ENSMUSG00000134670	382
ENSMUSG00000108403	784
ENSMUSG00000108301	1015
ENSMUSG00000079272	605
ENSMUSG00000066516	871
ENSMUSG00000108517	151
ENSMUSG00000136264	765
ENSMUSG00000092467	1524
ENSMUSG00000108406	715
ENSMUSG000000373156	4890.33
ENSMUSG00000102147	2217
ENSMUSG000000148463	1038.73
ENSMUSG00000084383	483
ENSMUSG00000107493	361
ENSMUSG00000108498	833
ENSMUSG00000108538	151
ENSMUSG00000143996	987
ENSMUSG00000063177	889
ENSMUSG00000134794	306
ENSMUSG00000127490	1195.5
ENSMUSG00000065937	153
ENSMUSG00000076578	375
ENSMUSG00000108440	696
ENSMUSG00002076603	117
ENSMUSG000000362564	1116
ENSMUSG00000108328	825
ENSMUSG000000423885	3755.51
ENSMUSG00000108339	217
ENSMUSG000000320366	3394.27
ENSMUSG00000108759	167
ENSMUSG00000142197	1378
ENSMUSG00000104595	377
ENSMUSG00000044485	863
ENSMUSG00000119962	1018.8
ENSMUSG00000108602	783
ENSMUSG00000063089	859
ENSMUSG000000601611	619
ENSMUSG00000121303	492.889
ENSMUSG00000131557	503
ENSMUSG000000599005	937.483
ENSMUSG00000108527	305
ENSMUSG00000097149	1659.07
ENSMUSG00000057540	1241
ENSMUSG00000108781	769.5
ENSMUSG00000084262	2759.5
ENSMUSG00000111360	1512
ENSMUSG000000500639	1059.51
ENSMUSG00000111035	470.8
ENSMUSG00000140930	334
ENSMUSG00000047884	1476
ENSMUSG00000108588	434
ENSMUSG00000077144	120
ENSMUSG000000971780	882.144
ENSMUSG000000538522	4800.33
ENSMUSG00000106726	563.5
ENSMUSG00000108734	453
ENSMUSG00000132420	583
ENSMUSG00000044737	1271
ENSMUSG000000304720	1970
ENSMUSG000000716601	2456.96
ENSMUSG000000291544	2632.8
ENSMUSG000000551026	1717.25
ENSMUSG00000101557	345
ENSMUSG000000553209	3425.71
ENSMUSG00000127625	450
ENSMUSG000000304691	3694.06
ENSMUSG00000126441	942.5
ENSMUSG00000106471	90
ENSMUSG000000565925	3220.42
ENSMUSG000000046092	3425.75
ENSMUSG00000109466	1021
ENSMUSG00000127657	719
ENSMUSG00000125625	480
ENSMUSG00000070379	2289
ENSMUSG000000440833	2031
ENSMUSG00000058692	2642
ENSMUSG00002076887	121
ENSMUSG00000108695	661.5
ENSMUSG00000126022	387
ENSMUSG00000143157	2841.22
ENSMUSG00000108618	477
ENSMUSG00000109795	166
ENSMUSG00000133174	728
ENSMUSG00000108775	354
ENSMUSG000000683493	795.667
ENSMUSG00000142630	1020.5
ENSMUSG00000083772	590
ENSMUSG00000109034	141
ENSMUSG00000128022	521.833
ENSMUSG00000135628	346.667
ENSMUSG00000091994	3163.19
ENSMUSG00000131825	1580
ENSMUSG00000135394	1132
ENSMUSG00000074887	1048
ENSMUSG000000641941	1413.25
ENSMUSG00000133922	519
ENSMUSG00000107181	760
ENSMUSG00002075035	208
ENSMUSG00000082327	160
ENSMUSG00000111378	3221
ENSMUSG00000108666	348
ENSMUSG00000115129	3861
ENSMUSG00000090474	430
ENSMUSG000000915281	2598
ENSMUSG00002076157	110
ENSMUSG00000044609	789
ENSMUSG00000099152	61
ENSMUSG00000131305	406
ENSMUSG00000092225	4073
ENSMUSG00000140664	425
ENSMUSG00000091926	2992
ENSMUSG00000132348	680
ENSMUSG00000092238	1116
ENSMUSG00000122242	1536
ENSMUSG000000741580	4868
ENSMUSG00002075211	110
ENSMUSG00000038248	4980
ENSMUSG00000136107	430
ENSMUSG00000113140	2810
ENSMUSG00000139829	447
ENSMUSG00000092986	249
ENSMUSG00000108446	3535
ENSMUSG00000108491	417
ENSMUSG000000255928	3185.55
ENSMUSG00000124003	473.509
ENSMUSG00000092416	3611.61
ENSMUSG00000092301	482
ENSMUSG00000143132	2592
ENSMUSG00000088653	103
ENSMUSG00000030463	1154
ENSMUSG00000070621	897
ENSMUSG00000089870	426
ENSMUSG00000083651	807
ENSMUSG000000208839	5133.47
ENSMUSG00000098408	91
ENSMUSG00000092382	246
ENSMUSG00000092411	1429
ENSMUSG00000084004	944
ENSMUSG00000122839	1748
ENSMUSG00000092370	242
ENSMUSG00000123713	406
ENSMUSG00000090967	2598
ENSMUSG00000083310	1002
ENSMUSG000000200376	3432.15
ENSMUSG00000134299	1394
ENSMUSG00000100282	642
ENSMUSG00000139150	558.333
ENSMUSG000000030390	2600.87
ENSMUSG00000090619	12956
ENSMUSG00000102953	2134
ENSMUSG00000110051	1361
ENSMUSG00000083623	2066
ENSMUSG00000092032	8758.75
ENSMUSG00000129985	680.333
ENSMUSG000000250864	2473.59
ENSMUSG00000090383	3657.29
ENSMUSG00000064890	108
ENSMUSG00000130506	484.5
ENSMUSG00000066197	4843
ENSMUSG00000092538	240
ENSMUSG000000741644	2587
ENSMUSG000000392211	536.081
ENSMUSG00000108639	908
ENSMUSG00000136566	542.5
ENSMUSG000000530254	5395.74
ENSMUSG00000092193	650
ENSMUSG000000790701	2515
ENSMUSG00000043583	670.647
ENSMUSG00000091004	700
ENSMUSG00000091401	1602
ENSMUSG00000109633	978.667
ENSMUSG00000098267	137
ENSMUSG00000090744	1430
ENSMUSG00000003379	1457
ENSMUSG00000137636	329
ENSMUSG00000079700	1244
ENSMUSG00000127332	549
ENSMUSG00000083500	1371
ENSMUSG00000127284	722
ENSMUSG00000074166	2563.49
ENSMUSG00000049062	2129
ENSMUSG000000476756	860.476
ENSMUSG000000348588	4123.14
ENSMUSG00000127176	198
ENSMUSG00000101196	2549
ENSMUSG000000239995	1968.07
ENSMUSG00000099979	1024
ENSMUSG00000134402	1991
ENSMUSG00000136847	135
ENSMUSG00000089024	131
ENSMUSG000000386506	1676.81
ENSMUSG00000100376	189
ENSMUSG00000114291	1300
ENSMUSG00000104283	2840
ENSMUSG00000032226	4301
ENSMUSG00000078737	2560
ENSMUSG00000083178	1375
ENSMUSG00000072259	2828
ENSMUSG00000101650	2173
ENSMUSG00000126634	571
ENSMUSG00000108661	1301
ENSMUSG00000048572	5034
ENSMUSG00000100732	189
ENSMUSG00000133594	626.231
ENSMUSG00000048312	2852
ENSMUSG00000108364	730.077
ENSMUSG00000091692	2693.5
ENSMUSG00000126628	1232
ENSMUSG00000119577	144
ENSMUSG00000084473	81
ENSMUSG00000101643	2694
ENSMUSG00000134480	716
ENSMUSG00000134823	1160
ENSMUSG00000108672	493
ENSMUSG00000110549	337
ENSMUSG00000137935	1045
ENSMUSG00000123860	1307
ENSMUSG00000133449	1613
ENSMUSG00000100600	2667.47
ENSMUSG00000064605	149
ENSMUSG00000102004	920
ENSMUSG00000137672	497
ENSMUSG00000139850	621
ENSMUSG00000100650	955
ENSMUSG00000081045	273
ENSMUSG000000387081	4226.54
ENSMUSG000000244720	3179.67
ENSMUSG00000033228	4683.03
ENSMUSG00000134738	927
ENSMUSG000000280117	1722.53
ENSMUSG00000122158	416
ENSMUSG00000081460	632
ENSMUSG00000056836	395
ENSMUSG00000116678	465
ENSMUSG00000132782	612.5
ENSMUSG00000128310	290
ENSMUSG00000124044	1234
ENSMUSG00000022022	1801.02
ENSMUSG00000143575	278
ENSMUSG00002075410	84
ENSMUSG000000406758	3609.17
ENSMUSG00000074903	560
ENSMUSG00000069038	330
ENSMUSG000000274204	2372
ENSMUSG00000099934	594
ENSMUSG00000111846	535
ENSMUSG00000134907	906
ENSMUSG00000139046	471
ENSMUSG00002076575	113
ENSMUSG00000098935	557
ENSMUSG00000086108	1879
ENSMUSG00000133608	361
ENSMUSG00000068959	5969
ENSMUSG00000130283	767
ENSMUSG00000131649	379
ENSMUSG00000120099	1299
ENSMUSG00000046372	345
ENSMUSG00000053742	3047
ENSMUSG00000085775	267
ENSMUSG00000096617	1002
ENSMUSG00000126237	616
ENSMUSG00000131009	325
ENSMUSG00002076176	105
ENSMUSG00000122525	838
ENSMUSG00000099951	3489
ENSMUSG00000097653	2632
ENSMUSG000000216710	4553.71
ENSMUSG00000123121	1065.83
ENSMUSG00000139130	527
ENSMUSG00000115888	1022
ENSMUSG00000115420	281
ENSMUSG00000101703	1887
ENSMUSG00000111202	287
ENSMUSG00000132891	550
ENSMUSG00000101023	3483
ENSMUSG000000481548	17792.3
ENSMUSG000000535198	1819.77
ENSMUSG000000133531	1892.71
ENSMUSG00000135393	405
ENSMUSG00000138262	397
ENSMUSG00000040583	1875
ENSMUSG000000541026	2464.17
ENSMUSG00000099981	2575
ENSMUSG00000137463	1352
ENSMUSG000000255281	1266.5
ENSMUSG00000140115	1426
ENSMUSG00000126716	799.571
ENSMUSG00000117221	913.1
ENSMUSG00000136096	294
ENSMUSG00000121746	915.776
ENSMUSG00000133243	747
ENSMUSG00000100788	3452
ENSMUSG00000096259	2141
ENSMUSG00002075327	308
ENSMUSG00000138187	824
ENSMUSG00000091898	721
ENSMUSG00000020707	1984
ENSMUSG000000055401	2242
ENSMUSG00000100226	696
ENSMUSG00002076921	105
ENSMUSG00000100810	222
ENSMUSG00000081979	650
ENSMUSG00000101847	3492
ENSMUSG00000094920	2574
ENSMUSG00000081278	316
ENSMUSG00000101708	189
ENSMUSG00000099781	2141
ENSMUSG00000138770	803
ENSMUSG00000041084	1072.6
ENSMUSG00000138226	546
ENSMUSG00000139521	895.5
ENSMUSG00000102073	2558
ENSMUSG00000116673	1882.52
ENSMUSG00000119433	107
ENSMUSG00002075667	84
ENSMUSG00000100374	1891
ENSMUSG00000096618	508
ENSMUSG00000142237	3191
ENSMUSG00000138295	1388
ENSMUSG00000127118	476
ENSMUSG00000078921	2810
ENSMUSG00000134171	447
ENSMUSG00000101410	2177
ENSMUSG000000269278	1599.65
ENSMUSG000000210718	4015.2
ENSMUSG00000141571	954
ENSMUSG00000051917	960
ENSMUSG00000090212	735
ENSMUSG00000125344	1233
ENSMUSG000000546768	3283.47
ENSMUSG00000108332	381
ENSMUSG00002076923	95
ENSMUSG000000020687	1957.94
ENSMUSG00000128938	413
ENSMUSG00000076871	59
ENSMUSG00000142618	767.8
ENSMUSG00000129764	145
ENSMUSG00000108334	1064.57
ENSMUSG00000134419	443
ENSMUSG00000085074	1149.5
ENSMUSG00000140040	447
ENSMUSG00000108726	1596.42
ENSMUSG00000085797	796
ENSMUSG000000304210	3350.02
ENSMUSG00000064591	106
ENSMUSG00000131603	280
ENSMUSG00000137155	992
ENSMUSG00000081709	746
ENSMUSG000000309947	2119.09
ENSMUSG00000131109	654.333
ENSMUSG00000127379	233
ENSMUSG00000108572	3258
ENSMUSG00000127270	464
ENSMUSG00000127308	536
ENSMUSG00000065876	164
ENSMUSG00000103920	3561
ENSMUSG00000108330	802
ENSMUSG00000094182	1597.5
ENSMUSG00000136578	369
ENSMUSG00000108790	2303
ENSMUSG00000111205	1037
ENSMUSG00000140640	830.857
ENSMUSG00000109954	459
ENSMUSG00000099715	666
ENSMUSG00000102083	800
ENSMUSG00000122089	937
ENSMUSG00000129064	986
ENSMUSG00000100905	599.167
ENSMUSG00000128959	1410
ENSMUSG00000131552	758
ENSMUSG00000129804	964.833
ENSMUSG00000136766	692.667
ENSMUSG00000090291	2103
ENSMUSG00000139699	518
ENSMUSG00000141146	763
ENSMUSG00000131667	654
ENSMUSG00000137653	426
ENSMUSG00000142114	248
ENSMUSG00000124750	1554
ENSMUSG00002076774	279
ENSMUSG00000104420	2386
ENSMUSG00000112162	307
ENSMUSG00000074448	2348
ENSMUSG000000569622	1837.37
ENSMUSG00000103882	1160
ENSMUSG00000021217	4871.37
ENSMUSG00000129287	672
ENSMUSG00000104330	922
ENSMUSG00000129215	473
ENSMUSG00000129255	1233
ENSMUSG000000297136	1511.9
ENSMUSG00000129177	1106.77
ENSMUSG00000093602	206
ENSMUSG00000076676	353
ENSMUSG00000109440	318
ENSMUSG00000139098	1394
ENSMUSG00002076566	90
ENSMUSG00000066543	555
ENSMUSG00000108711	1050
ENSMUSG00000044997	3418
ENSMUSG00000103466	730
ENSMUSG00000126551	517
ENSMUSG00000130150	561
ENSMUSG00000089922	3904
ENSMUSG000000348677	3755.41
ENSMUSG00000142355	781
ENSMUSG00000097509	1569
ENSMUSG00000101478	693
ENSMUSG00000034875	1904.06
ENSMUSG000000304917	1412
ENSMUSG000000304927	1427.67
ENSMUSG00000083546	436
ENSMUSG000000230725	2178.47
ENSMUSG000000304934	1850.45
ENSMUSG000000380135	7011
ENSMUSG00000137499	366.5
ENSMUSG000000304945	3368.96
ENSMUSG00000108704	755
ENSMUSG00000110512	311
ENSMUSG000000638085	2862.96
ENSMUSG00000101050	967.5
ENSMUSG00000051431	1257
ENSMUSG00000118454	1944
ENSMUSG00000134302	2360
ENSMUSG00000123153	673
ENSMUSG000000209480	4479.53
ENSMUSG00000141578	1129
ENSMUSG00000104473	273
ENSMUSG000000018027	2597.64
ENSMUSG000000304953	1797.59
ENSMUSG00000083932	189
ENSMUSG00000128834	1409.58
ENSMUSG00000108624	719.356
ENSMUSG00002075600	119
ENSMUSG00000114103	475
ENSMUSG00000130140	487
ENSMUSG00000097392	8689.95
ENSMUSG00000108739	1171
ENSMUSG00000112116	259
ENSMUSG00000075143	4621
ENSMUSG00000126323	564
ENSMUSG000000475928	3585
ENSMUSG00000108486	336
ENSMUSG00000125113	1292
ENSMUSG00000129679	1083
ENSMUSG000000639315	1874.95
ENSMUSG000000380706	5145.68
ENSMUSG00000126871	832
ENSMUSG00000128877	586
ENSMUSG00000130961	849.571
ENSMUSG00000132638	717
ENSMUSG00000108723	717
ENSMUSG00002075193	107
ENSMUSG00000125172	688.4
ENSMUSG00000073974	5440
ENSMUSG00000123493	433
ENSMUSG00000130314	619
ENSMUSG00000086631	3739
ENSMUSG00000027654	2303.24
ENSMUSG00000081863	645
ENSMUSG00000142455	398
ENSMUSG00000124632	947
ENSMUSG00000136777	484
ENSMUSG00000085124	1823
ENSMUSG00000041712	3261
ENSMUSG00000108732	3881
ENSMUSG00000134447	1124
ENSMUSG00000086184	749
ENSMUSG00000108190	1144
ENSMUSG000000665683	2695.74
ENSMUSG00000109591	1024
ENSMUSG00000128896	303
ENSMUSG00000130322	570
ENSMUSG000000665714	5575.62
ENSMUSG00000127691	490.286
ENSMUSG000000722442	1603.08
ENSMUSG00000086526	743
ENSMUSG00002075301	144
ENSMUSG00000130044	728
ENSMUSG000000026352	1197.08
ENSMUSG00000081491	333
ENSMUSG00002074890	82
ENSMUSG00000140394	774
ENSMUSG00000078752	491
ENSMUSG00000090203	861
ENSMUSG00002075926	55
ENSMUSG00000118500	322
ENSMUSG00000080947	143
ENSMUSG00000099346	693
ENSMUSG00000128384	144
ENSMUSG00000129658	723
ENSMUSG00000093345	244
ENSMUSG00000105942	3810
ENSMUSG00000119411	107
ENSMUSG00000066583	627.5
ENSMUSG000000257920	1921.84
ENSMUSG00000081962	587
ENSMUSG00000139980	301.75
ENSMUSG00000083942	291
ENSMUSG00000032330	657.998
ENSMUSG000000568516	1367.61
ENSMUSG00000110717	861
ENSMUSG00000042750	903
ENSMUSG00000050963	5456
ENSMUSG00002076052	295
ENSMUSG00000143123	498
ENSMUSG00000066586	579
ENSMUSG00000101203	482
ENSMUSG00000133164	2084
ENSMUSG00000100743	415
ENSMUSG00000084296	307
ENSMUSG00000081714	727
ENSMUSG00000133669	448
ENSMUSG00000031609	1178
ENSMUSG00000078753	279
ENSMUSG00000102893	3700
ENSMUSG00000001494	2066
ENSMUSG00000094079	468
ENSMUSG00000087213	762.894
ENSMUSG00000085312	1330.33
ENSMUSG00000079893	252
ENSMUSG00000101066	974
ENSMUSG00000079892	280
ENSMUSG000000247366	3654.44
ENSMUSG00000143624	353
ENSMUSG00000128141	916
ENSMUSG00000083568	462
ENSMUSG00000109481	3388
ENSMUSG00000134978	557
ENSMUSG00000144138	440
ENSMUSG000000320863	3907.07
ENSMUSG00000102902	3059
ENSMUSG00000047384	2097
ENSMUSG00000099578	481
